match_id,team,possession_pct,total_xg,epr,style
3837650,Paris Saint-Germain,61.49,2.611383106559515,23.55,Balanced
3837650,Clermont Foot,38.51,0.2640343215316534,145.85,Patient Build-up
3837659,Paris Saint-Germain,58.23,3.5295500396750867,16.5,Clinical/Direct
3837659,Montpellier,41.77,0.8105976332444698,51.53,Patient Build-up
3837662,Paris Saint-Germain,51.8,3.8994216360151768,13.28,Clinical/Direct
3837662,Lille,48.2,1.973978416994214,24.42,Balanced
3837680,Paris Saint-Germain,66.61,2.5604435987770557,26.02,Balanced
3837680,AS Monaco,33.39,0.45281679555773735,73.74,Patient Build-up
3837683,Paris Saint-Germain,61.53,3.05714325979352,20.13,Balanced
3837683,Toulouse,38.47,0.8037850810214877,47.86,Patient Build-up
3837695,Paris Saint-Germain,60.23,3.823521513491869,15.75,Clinical/Direct
3837695,Nantes,39.77,0.4280334576033056,92.91,Patient Build-up
3837706,Paris Saint-Germain,60.77,1.4929676614701748,40.7,Patient Build-up
3837706,Stade Brestois,39.23,1.0817895643413067,36.26,Balanced
3837717,Paris Saint-Germain,64.79,1.9485006295144558,33.25,Balanced
3837717,Lyon,35.21,0.8107324354350567,43.43,Patient Build-up
3837727,Paris Saint-Germain,57.34,0.7725035436451435,74.23,Patient Build-up
3837727,OGC Nice,42.66,0.38245800882577896,111.54,Patient Build-up
3837747,Paris Saint-Germain,50.19,2.0903075765818357,24.01,Balanced
3837747,Marseille,49.81,1.2092799907550216,41.19,Patient Build-up
3837752,Paris Saint-Germain,64.44,2.861760849133134,22.52,Balanced
3837752,AC Ajaccio,35.56,0.24003103375434875,148.15,Patient Build-up
3837771,Paris Saint-Germain,66.76,2.8354811631143093,23.54,Balanced
3837771,Troyes,33.24,1.720846931450069,19.32,Clinical/Direct
3837785,Paris Saint-Germain,58.74,1.427989087998867,41.13,Patient Build-up
3837785,Auxerre,41.26,0.6673704478889704,61.82,Patient Build-up
3837818,Paris Saint-Germain,66.77,1.3508167266845703,49.43,Patient Build-up
3837818,Angers,33.23,0.3541919384151697,93.82,Patient Build-up
3837827,Paris Saint-Germain,65.29,1.0386884920299053,62.86,Patient Build-up
3837827,Rennes,34.71,0.5546924527734518,62.58,Patient Build-up
3837839,Paris Saint-Germain,58.9,1.7197141163051128,34.25,Balanced
3837839,Stade de Reims,41.1,1.90744274482131,21.55,Balanced
3837844,Paris Saint-Germain,66.27,3.99691079556942,16.58,Clinical/Direct
3837844,Montpellier,33.73,0.34620549343526363,97.43,Patient Build-up
3837859,Paris Saint-Germain,60.36,1.768030796200037,34.14,Balanced
3837859,Toulouse,39.64,0.7002973333001137,56.6,Patient Build-up
3837876,Lille,53.52,2.2040080819278955,24.28,Balanced
3837876,Paris Saint-Germain,46.48,1.2549418453127146,37.04,Balanced
3837885,Marseille,53.44,1.567600547336042,34.09,Balanced
3837885,Paris Saint-Germain,46.56,2.197463933378458,21.19,Balanced
3837896,Paris Saint-Germain,67.18,1.4720433540642262,45.64,Patient Build-up
3837896,Nantes,32.82,0.40848484076559544,80.35,Patient Build-up
3837902,Paris Saint-Germain,61.17,2.470378812402487,24.76,Balanced
3837902,Stade Brestois,38.83,0.6218081004917622,62.45,Patient Build-up
3837918,Paris Saint-Germain,60.25,1.589671628549695,37.9,Balanced
3837918,Rennes,39.75,1.3586413022130728,29.26,Balanced
3837928,Paris Saint-Germain,62.69,1.0643197717145085,58.9,Patient Build-up
3837928,Lyon,37.31,2.2689584009349346,16.44,Clinical/Direct
3837938,Paris Saint-Germain,54.75,0.7723604524508119,70.89,Patient Build-up
3837938,OGC Nice,45.25,1.273048379458487,35.54,Balanced
3837947,Paris Saint-Germain,61.67,1.5001255795359612,41.11,Patient Build-up
3837947,Lens,38.33,1.7146206106990576,22.35,Balanced
3837954,Paris Saint-Germain,65.65,1.9138047508895397,34.3,Balanced
3837954,Angers,34.35,1.2455132836475968,27.58,Balanced
3837963,Paris Saint-Germain,53.09,1.9841896654106677,26.76,Balanced
3837963,Lorient,46.91,3.211628455668688,14.61,Clinical/Direct
3837987,Paris Saint-Germain,73.02,2.1420416217297316,34.09,Balanced
3837987,AC Ajaccio,26.98,0.30312891118228436,89.01,Patient Build-up
3837998,Paris Saint-Germain,62.49,1.5520369783043861,40.26,Patient Build-up
3837998,Auxerre,37.51,0.8707036152482033,43.08,Patient Build-up
3838004,Paris Saint-Germain,65.73,0.9099298119544983,72.24,Patient Build-up
3838004,Strasbourg,34.27,1.4004451595246792,24.47,Balanced
3838017,Paris Saint-Germain,54.17,2.017880979925394,26.84,Balanced
3838017,Clermont Foot,45.83,3.371821256354451,13.59,Clinical/Direct
3877060,Inter Miami,50.05,1.3837819024920464,36.17,Balanced
3877060,New York Red Bulls,49.95,1.1085987444967031,45.06,Patient Build-up
3877072,Inter Miami,69.24,0.6666269591078162,103.87,Patient Build-up
3877072,Nashville SC,30.76,0.5504003195092082,55.89,Patient Build-up
3877090,Inter Miami,51.61,1.7875688150525093,28.87,Balanced
3877090,LAFC,48.39,1.865869683213532,25.93,Balanced
3877115,Inter Miami,59.72,1.027897523716092,58.1,Patient Build-up
3877115,Toronto FC,40.28,0.7802010737359524,51.63,Patient Build-up
3877170,Inter Miami,61.46,1.2273828708566725,50.07,Patient Build-up
3877170,Cincinnati,38.54,2.1341340336948633,18.06,Clinical/Direct
3877194,Inter Miami,61.28,1.1023063668981194,55.59,Patient Build-up
3877194,Charlotte,38.72,0.9843875207006931,39.33,Balanced
3893787,New Zealand Women's,50.73,1.6264745527878404,31.19,Balanced
3893787,Norway Women's,49.27,0.9780007544904947,50.38,Patient Build-up
3893788,Australia Women's,61.76,1.4420012854970992,42.83,Patient Build-up
3893788,Republic of Ireland Women's,38.24,0.6949941981583834,55.02,Patient Build-up
3893789,Switzerland Women's,73.17,3.353672389872372,21.82,Balanced
3893789,Philippines Women's,26.83,0.1733124665915966,154.81,Patient Build-up
3893790,Canada Women's,66.8,1.6059658438898623,41.59,Patient Build-up
3893790,Nigeria Women's,33.2,0.4691193322651088,70.77,Patient Build-up
3893791,Spain Women's,79.13,4.171521966345608,18.97,Clinical/Direct
3893791,Costa Rica Women's,20.87,0.12987016141414642,160.7,Patient Build-up
3893792,United States Women's,65.9,4.2672074772417545,15.44,Clinical/Direct
3893792,Vietnam Women's,34.1,0.0,,No Threat Created
3893793,Japan Women's,58.97,4.619035658892244,12.77,Clinical/Direct
3893793,Zambia Women's,41.03,0.0,,No Threat Created
3893794,England Women's,73.4,2.5237454357557,29.08,Balanced
3893794,Haiti Women's,26.6,0.6454013520851731,41.21,Patient Build-up
3893795,Denmark Women's,55.94,0.8643483631312847,64.72,Patient Build-up
3893795,China PR Women's,44.06,0.26273113302886486,167.7,Patient Build-up
3893796,Sweden Women's,67.91,1.6040978389792144,42.34,Patient Build-up
3893796,South Africa Women's,32.09,1.0367046566680074,30.95,Balanced
